id,question_text,option1,option2,option3,option4,question_type,correct_option,source
98,"A 12-year-old boy blunt abdominal injury, LUQ tenderness, CT: grade 3 splenic tear, subcapsular hematoma. Most appropriate management?",Close observation,Splenectomy,Splenic preserving surgery,Drainage of pelvic fluids,surgery,Close observation,general
99,A 28-year-old man with chronic sharp anal pain during defecation. Posterior fissure with skin tag. Conservative treatments failed. Best surgical option?,Anal dilation,Lateral internal sphincterotomy,Lateral external sphincterotomy,Curettage and excision of tag,surgery,Lateral internal sphincterotomy,general
100,A 40-year-old man presents with severe abdominal pain 3 weeks after laparoscopic sleeve gastrectomy. What is the most appropriate diagnostic test?,Ultrasound Abdomen,Plain X-ray,Diagnostic laparoscopy,CT scan with contrast,surgery,CT scan with contrast,general
101,"A 45-year-old woman presents with new jaundice, RUQ pain, US shows dilated CBD 12 mm. What is the next best step?",MRCP,ERCP,Cholecystectomy,Observation,surgery,ERCP,general
102,"A 60-year-old man presents with sudden epigastric pain radiating to the back, vitals stable, tender epigastrium. Most likely diagnosis?",Perforated ulcer,Pancreatitis,AAA,Gastritis,surgery,Pancreatitis,general
103,"A 36-year-old man post laparoscopic cholecystectomy develops fever on day 5. Vitals stable, tender abdomen. What is the next step?",IV antibiotics,US abdomen,CT abdomen,ERCP,surgery,US abdomen,general
104,"A 22-year-old man has projectile vomiting for 3 days, no bile, US shows thickened pylorus. Diagnosis?",Intussusception,Malrotation,Pyloric stenosis,GERD,surgery,Pyloric stenosis,general
105,"A 45-year-old man farmer presents with RUQ pain, vomiting, and fever. CT shows calcified 5x6 cm hydatid cyst. Best management?",Albendazole,PAIR,Surgical excision,Steroids,surgery,Surgical excision,general
106,"A 25-year-old woman had laparoscopic sleeve gastrectomy. On 3rd postoperative day, sudden severe shoulder pain and fever. Next step?",CT abdomen with contrast,Ultrasound,Endoscopy,MRI,surgery,CT abdomen with contrast,general
107,A 32-year-old man involved in a road accident with LUQ tenderness. CT: splenic tear Grade 3. Vitals stable. Management?,Splenectomy,Splenic artery embolization,Observation,Packing,surgery,Observation,general
108,"A 65-year-old man post-PCI develops RUQ tenderness, US: distended gallbladder, no stones. Diagnosis?",Acalculous cholecystitis,Liver abscess,Cholangitis,Acute hepatitis,surgery,Acalculous cholecystitis,general
109,"A 55-year-old man with obstructed inguinal hernia, vitals stable, no signs of ischemia. Next step?",Emergency hernia repair,Elective repair later,CT scan first,Observation,surgery,Emergency hernia repair,general
110,"A 19-year-old boy with projectile vomiting, US confirms pyloric stenosis. Most appropriate initial step?",IV fluids,Antiemetics,Immediate surgery,Oral feeding,surgery,IV fluids,general
112,"A 25-year-old man with severe RIF pain, rebound tenderness, high WBC. Next step?",Appendectomy,CT abdomen,Ultrasound,Observation,surgery,Appendectomy,general
113,"A 50-year-old woman with constant RUQ pain, jaundice, WBC 15, US: CBD 10 mm. Next step?",ERCP,Cholecystectomy,CT,MRCP,surgery,ERCP,general
114,"A 48-year-old woman with right breast mass, mobile, firm. Next step?",Ultrasound,FNAC,Mammography,MRI,surgery,FNAC,general
115,"A 35-year-old man with thyroid nodule, FNA: papillary cancer. Next step?",Hemithyroidectomy,Total thyroidectomy,Radioactive iodine,Observation,surgery,Total thyroidectomy,general
116,A 40-year-old woman post-thyroidectomy develops carpopedal spasm. Next action?,IV calcium gluconate,Analgesics,Reassurance,Ventolin,surgery,IV calcium gluconate,general
117,"A 17-year-old man in car crash, GCS 7, equal pupils, open tibial fracture. First priority?",Airway,External fixator,CT head,X-ray leg,surgery,Airway,general
118,"A 26-year-old woman post lap sleeve gastrectomy, now persistent vomiting 3 weeks later, CT normal. Next step?",Endoscopy,Psychiatry consult,Observation,MRI,surgery,Psychiatry consult,general
119,A 70-year-old man post trauma with widened mediastinum on chest X-ray. Next step?,CT angiogram,Chest drain,Intubation,ECG,surgery,CT angiogram,general
121,"A 40-year-old man post-op day 3 with 38.8°C fever, no local signs, clear chest, no pain. Most likely cause?",UTI,Wound infection,Pulmonary embolism,Abscess,surgery,UTI,general
122,A 5-year-old boy with reducible 1 cm umbilical hernia. Management?,Observe,Surgery now,Surgical repair at 6 months,Binder,surgery,Observe,general
123,"A 36-year-old woman with right breast lump 3 cm, core biopsy: phyllodes tumor. Management?",Wide local excision,Mastectomy,Chemo,Radiation,surgery,Wide local excision,general
124,"A 43-year-old man with hyperthyroidism, failed medical therapy, has severe exophthalmos. Next step?",RAI,Thyroidectomy,Increase PTU,Observation,surgery,Thyroidectomy,general
125,A 54-year-old man presents with 6 cm AAA on US. Asymptomatic. Next step?,CT angiography,Immediate repair,Observe,MRI,surgery,CT angiography,general
126,"A 65-year-old diabetic man with RIF pain, fever, WBC 18. US: thickened appendix. Next step?",Appendectomy,Antibiotics only,CT scan,Observation,surgery,Appendectomy,general
127,"A 33-year-old man post MVC, abdominal pain, US: free fluid, no solid organ injury. Next step?",CT scan,Laparoscopy,Observe,ERCP,surgery,CT scan,general
128,"A 70-year-old woman with history of AAA, now sudden back pain and hypotension. Most likely diagnosis?",Ruptured AAA,Renal colic,Dissection,Pancreatitis,surgery,Ruptured AAA,general
129,"A 40-year-old man post blunt chest trauma, widened mediastinum. Next step?",CT angiogram,ECG,Echo,Chest drain,surgery,CT angiogram,general
130,"A 50-year-old man post sleeve gastrectomy with fever, tachycardia, shoulder tip pain. Next step?",CT with contrast,Endoscopy,US abdomen,XR,surgery,CT with contrast,general
131,"A 47-year-old woman presents with painful cord in leg, 20 years varicose veins. Initial treatment?",NSAIDs,Heparin,Antibiotics,Aspirin,surgery,NSAIDs,general
132,"A 22-year-old man stab wound RIF, local exploration shows fascia penetration. Next?",CT abdomen,Laparoscopy,Observation,Laparotomy,surgery,CT abdomen,general
133,"A 36-year-old man MVC, LUQ tenderness. CT: splenic tear Grade 3. Vitals stable. Management?",Observation,Splenectomy,Packing,Drainage,surgery,Observation,general
134,"A 35-year-old man severe RUQ pain, cholecystectomy 7 days prior. CBD 9mm. Most likely diagnosis?",Retained stone,CBD injury,Biloma,Cholangitis,surgery,Retained stone,general
135,A 33-year-old woman incidentally found 4.5 cm AAA on US during cholecystitis workup. Next?,CT angiogram,Surgery,Observe,Angiography,surgery,CT angiogram,general
136,A 72-year-old woman with non-healing ulcer on right lateral malleolus. Next step?,Examine pulses,CT angiogram,Venous duplex,Ankle Brachial Index,surgery,Examine pulses,general
137,"A 42-year-old man MVC, blunt abdomen trauma, tachycardia, hypotension, fast positive. Next?",Laparotomy,CT scan,Observation,Angioembolization,surgery,Laparotomy,general
138,"A 65-year-old man 24 hrs post-op laparotomy for obstruction, now no urine output. Next?",IV fluids bolus,Bladder scan,Diuretics,Observe,surgery,Bladder scan,general
139,"A 30-year-old man severe chest pain, widened mediastinum, hypotension, JVD, muffled heart sounds. Most likely?",Tamponade,Tension pneumothorax,Massive hemothorax,PE,surgery,Tamponade,general
140,"A 40-year-old man MVC, hypotension, abdominal distension. US: free fluid. Next?",Laparotomy,CT,Observe,Diagnostic peritoneal lavage,surgery,Laparotomy,general
141,"A 50-year-old man sudden onset left leg pain, cold pale foot, absent pulses, AF on ECG. First step?",Heparin,CT angio,Embolectomy,US duplex,surgery,Heparin,general
142,"A 36-year-old woman presents with breast mass 4cm, mobile, no nodes. Next?",FNAC,US,MRI,Observe,surgery,FNAC,general
143,"A 23-year-old woman with projectile vomiting, olive mass in epigastrium. Diagnosis?",Pyloric stenosis,Intussusception,Malrotation,GERD,surgery,Pyloric stenosis,general
144,"A 32-year-old man MVC, femur fracture, tachycardia, hypoxia. Next step?",ABG,IV fluids,Femur splint,XR chest,surgery,IV fluids,general
145,A 55-year-old diabetic man with chronic ulcer lateral malleolus. Next?,Venous duplex,Ankle-brachial index,Examine pulses,CT angio,surgery,Examine pulses,general
1306,"A 22-year-old patient presented to the Emergency Department with history of expulsion of products of conception at home. On examination, cervix were closed with minimal vaginal bleeding. Which of the following is the most likely diagnosis?",Complete abortion,Inevitable abortion,Threatened abortion,Incomplete abortion,obstetrics and gynecology,Complete abortion,general
1307,A 29-year-old woman was seen in the clinic with a history of recurrent pregnancy loss between 9-12 weeks of gestation. Which of the following is the most likely cause of her condition?,Genetic,Anatomic,Endocrine,Immunological,obstetrics and gynecology,Genetic,general
148,A 45-year-old man had transurethral catheterization before a long surgical procedure. Postoperatively he developed haematuria and a urethral injury is suspected. Which part of the urethra is most likely injured?,Penile,Prostatic,Membranous,Middle spongy,surgery,Membranous,general
1308,"A 27-year-old sexually active woman came for annual examination. 3 years ago, she had a pap smear which was reported to be normal. Which of the following is the most appropriate management?",Reassurance,No pap testing,Digital pelvic examination,Repeat pap test with cytology,obstetrics and gynecology,Repeat pap test with cytology,general
1309,A 40-year-old pregnant woman at 24 weeks of gestation with fever and did not seek any medical advice. What is the most likely reason for illness denial?,Neglect,Self-medication,Fear from physician,Cost of consultation,obstetrics and gynecology,Self-medication,general
120,A 56-year-old man post kidney transplant on steroids now with poor wound healing after laparotomy. Which vitamin helps?,Vitamin C,Vitamin K,Vitamin D,Vitamin A,surgery,Vitamin A,general
151,"A 45-year-old man presented to the Emergency Department complaining of lower abdominal pain for 3 days. He gave a history of being hit by a piece of wood in the same site of pain 4 days back. Examination revealed a lethargic patient in pain, aggravated by moving his leg. There was grayish turbid semipurulent secretion from a small break in the skin of the right lower quadrant. WBC 33.1 x10^9/L. What is the most appropriate next step in the management?",Observation,Surgical drainage,CT scan abdomen,Culture and sensitivity for secretions,surgery,Surgical drainage,general
