"id","question_text","option1","option2","option3","option4","question_type","correct_option"
131,"A 47-year-old woman presents with painful cord in leg, 20 years varicose veins. Initial treatment?","NSAIDs","Heparin","Antibiotics","Aspirin","surgery","NSAIDs"
132,"A 22-year-old man stab wound RIF, local exploration shows fascia penetration. Next?","CT abdomen","Laparoscopy","Observation","Laparotomy","surgery","CT abdomen"
133,"A 36-year-old man MVC, LUQ tenderness. CT: splenic tear Grade 3. Vitals stable. Management?","Observation","Splenectomy","Packing","Drainage","surgery","Observation"
134,"A 35-year-old man severe RUQ pain, cholecystectomy 7 days prior. CBD 9mm. Most likely diagnosis?","Retained stone","CBD injury","Biloma","Cholangitis","surgery","Retained stone"
135,"A 33-year-old woman incidentally found 4.5 cm AAA on US during cholecystitis workup. Next?","CT angiogram","Surgery","Observe","Angiography","surgery","CT angiogram"
136,"A 72-year-old woman with non-healing ulcer on right lateral malleolus. Next step?","Examine pulses","CT angiogram","Venous duplex","Ankle Brachial Index","surgery","Examine pulses"
137,"A 42-year-old man MVC, blunt abdomen trauma, tachycardia, hypotension, fast positive. Next?","Laparotomy","CT scan","Observation","Angioembolization","surgery","Laparotomy"
138,"A 65-year-old man 24 hrs post-op laparotomy for obstruction, now no urine output. Next?","IV fluids bolus","Bladder scan","Diuretics","Observe","surgery","Bladder scan"
139,"A 30-year-old man severe chest pain, widened mediastinum, hypotension, JVD, muffled heart sounds. Most likely?","Tamponade","Tension pneumothorax","Massive hemothorax","PE","surgery","Tamponade"
140,"A 40-year-old man MVC, hypotension, abdominal distension. US: free fluid. Next?","Laparotomy","CT","Observe","Diagnostic peritoneal lavage","surgery","Laparotomy"
141,"A 50-year-old man sudden onset left leg pain, cold pale foot, absent pulses, AF on ECG. First step?","Heparin","CT angio","Embolectomy","US duplex","surgery","Heparin"
142,"A 36-year-old woman presents with breast mass 4cm, mobile, no nodes. Next?","FNAC","US","MRI","Observe","surgery","FNAC"
143,"A 23-year-old woman with projectile vomiting, olive mass in epigastrium. Diagnosis?","Pyloric stenosis","Intussusception","Malrotation","GERD","surgery","Pyloric stenosis"
144,"A 32-year-old man MVC, femur fracture, tachycardia, hypoxia. Next step?","ABG","IV fluids","Femur splint","XR chest","surgery","IV fluids"
145,"A 55-year-old diabetic man with chronic ulcer lateral malleolus. Next?","Venous duplex","Ankle-brachial index","Examine pulses","CT angio","surgery","Examine pulses"
148,"A 45-year-old man had transurethral catheterization before a long surgical procedure. Postoperatively he developed haematuria and a urethral injury is suspected. Which part of the urethra is most likely injured?","Penile","Prostatic","Membranous","Middle spongy","surgery","Membranous"
151,"A 45-year-old man presented to the Emergency Department complaining of lower abdominal pain for 3 days. He gave a history of being hit by a piece of wood in the same site of pain 4 days back. Examination revealed a lethargic patient in pain, aggravated by moving his leg. There was grayish turbid semipurulent secretion from a small break in the skin of the right lower quadrant. WBC 33.1 x10^9/L. What is the most appropriate next step in the management?","Observation","Surgical drainage","CT scan abdomen","Culture and sensitivity for secretions","surgery","Surgical drainage"
152,"A 37-year-old man was involved in a fight and sustained a stab wound to the neck. On presentation, patient was conscious and alert. Examination showed a 2 cm wound anterior to the left ear and close to the angle of the mandible with blood ooze. Which of the following is the most appropriate next step?","Chest X-ray","Observation","CTA of the neck","Exploration of the wound","surgery","CTA of the neck"
154,"A 25-year-old man brought to the Emergency Department after a motor vehicle crash at 130 km/h. On arrival, he was conscious and alert. Chest X-ray: Normal. Which of the following is the most appropriate next step?","US abdomen","CT scan abdomen","Diagnostic laparoscopy","Exploratory laparotomy","surgery","CT scan abdomen"
155,"A 33-year-old man involved in a motor vehicle crash presented with an open wound to the anterior neck with devitalized tissue. BP 100/60, HR 104, RR 28, SpO2 87%. Which of the following is the most appropriate next step?","Oxygen mask","Tracheostomy","Cricothyroidotomy","Endotracheal intubation","surgery","Endotracheal intubation"
156,"A 56-year-old woman exposed to chemical burns to her trunk presented with a 6x11 cm wound on her back with burned clothes and chemical powder. Which of the following is most appropriate next step after removing her clothes?","Antibiotics","Powder sweeping","Surgical debridement","Water irrigation for 30 minutes","surgery","Powder sweeping"
157,"A 23-year-old man fell from 3 m onto his right leg. Exam showed deformity, open wound, devitalized tissue and dirt. Leg in splint. BP 112/70, HR 99, RR 22, SpO2 95%. Which of the following is the most appropriate next step?","Antibiotics","External fixator","Surgical debridement","Urgent internal fixation","surgery","Surgical debridement"
158,"A 17-year-old man had a crush injury to his left leg 5 hours earlier. Severe pain, cold leg, delayed capillary refill. BP 116/67, HR 95, RR 23, SpO2 95%. Which of the following is the most appropriate next step?","Angiography","CT angiography","Duplex ultrasound","Compartment pressure","surgery","Compartment pressure"
159,"A 37-year-old man presented with vomiting blood after repeated episodes of vomiting. BP 112/63, HR 89, RR 21, SpO2 96%, Hb 135. WBC 7.8. Which of the following is the most appropriate management plan?","Upper GI endoscopy","Conservative treatment","Exploratory laparotomy","Sengstaken-Blakemore tube","surgery","Conservative treatment"
160,"A 63-year-old woman presented with upper abdominal pain, shortness of breath and palpitations after meals, relieved by vomiting for several years. Which of the following is the most appropriate investigation?","CT scan abdomen","Upper GI endoscopy","Plain abdominal X-ray","Upper GI barium study","surgery","Upper GI barium study"
161,"A 40-year-old woman presented with heartburn and regurgitation. Failed conservative treatment and PPIs. Endoscopy: erythema of esophagus consistent with reflux esophagitis. Which of the following is the most appropriate next step?","Manometry study","24-hour pH monitoring","Lifestyle modification","Nissen's fundoplication","surgery","Lifestyle modification"
162,"A 73-year-old woman underwent percutaneous transhepatic cholangiography for obstructive jaundice. 24 hours later developed upper GI bleeding. BP 105/62, HR 89, RR 22, SpO2 94%, Hb 103. WBC 7.8. Which of the following is the most appropriate next step?","CT scan","Endoscopy","Ultrasound","Angiography","surgery","Angiography"
163,"A 24-year-old man recovers from an attack of severe pancreatitis. He has mild epigastric discomfort, sensation of bloating, and loss of appetite. Examination reveals an epigastric fullness. The swelling increases in size over a 3-week period. Ultrasound confirmed a pseudocyst. Which of the following is the most appropriate next step in management?","Observation","Internal drainage","Percutaneous drainage","Excision of pseudocyst","surgery","Percutaneous drainage"
164,"A 32-year-old diabetic woman taking contraceptive pills for 12 years develops right upper quadrant pain. CT scan reveals a 5-cm hypodense lesion in the right lobe of the liver. Which of the following is the most appropriate next step in management?","Excision","Follow up CT scan","Right hepatectomy","Stop oral contraceptive","surgery","Stop oral contraceptive"
165,"A 68-year-old man is advised to undergo surgical treatment for a left reducible inguinal hernia. He is otherwise healthy. Which of the following is the most appropriate treatment?","Simple repair","Open mesh repair","Laparoscopic repair","Non-surgical treatment","surgery","Open mesh repair"
166,"A 27-year-old man presents to the surgical clinic complaining of right groin pain for a few weeks, aggravated by exercising. Examination confirms normal external genitalia and groin region. Which of the following is the most appropriate next step?","MRI","CT scan","Ultrasound","Re-examination after 3 months","surgery","Ultrasound"
167,"A 42-year-old woman underwent a laparoscopic cholecystectomy. Two weeks later, she presents with vague abdominal pain. CT scan shows a large collection in the sub-hepatic area. Which of the following is the most appropriate next step?","Operative drainage","CT-guided drainage","Laparoscopic drainage","ERCP with biliary stent placement","surgery","ERCP with biliary stent placement"
168,"A 57-year-old man presents with 2 days of abdominal pain, nausea, and vomiting. Examination reveals a distended, tympanic and mildly tender abdomen. Imaging shows multiple air-fluid levels and CT confirms dilated small bowel loops with a transition point. Which of the following is the most appropriate next step?","Observation","Colonoscopy","Diagnostic laparoscopy","Exploratory laparotomy","surgery","Exploratory laparotomy"
169,"A 35-year-old woman one day post total thyroidectomy develops a spasm of her right hand during blood pressure measurement. Which of the following is the most appropriate next step?","Reassurance","Give analgesia","Check her calcium level","Recheck the blood pressure","surgery","Check her calcium level"
174,"A 60-year-old woman undergoing elective laparoscopic cholecystectomy is found to have a large stomach mass intra-operatively. Which of the following is the most appropriate action?","Cholecystectomy","Stop the procedure","Resection of the mass","Cholecystectomy and mass resection","surgery","Stop the procedure"
176,"A 33-year-old woman with papillary thyroid cancer planned for total thyroidectomy has mitral valve prolapse with mild regurgitation. Which of the following is the most appropriate infection prophylaxis?","Amoxicillin to prevent endocarditis","Cefazolin to prevent wound infection","No indication for antibiotic prophylaxis","Administer both cefazolin and amoxicillin","surgery","No indication for antibiotic prophylaxis"
